what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381442842475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442844961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442854600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381442862111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443015764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443020259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381443023227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443026492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381443030111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443032257
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381443034988
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1381443043341
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1381443043422
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1381443043436
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443045033
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381443048397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443052343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443057525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1381443061820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443070367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443088256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443091178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443127575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381443129400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443130618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443131861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443139122
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1381443139434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443141934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443142015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443143555
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1381443145314
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1381443145340
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1381443145359
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1381443145391
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1381443145397
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1381443145443
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1381443145445
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1381443145618
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1381443145880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443150811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1381443158245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381443159257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443159856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443163251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443193361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443196592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443216459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443220131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443221298
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443222269
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1381443222331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443222658
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381443223334
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443224712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443226762
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1381443227506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443234196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443354869
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443357765
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1381443357800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443358103
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381443358505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443360147
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443360810
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1381443361414
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381443362048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443370945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443373059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443437408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443445687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443469094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443488265
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443489989
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381443490831
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443493058
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381443494011
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443495269
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1381443496007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443497074
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381443497752
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443499119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443575380
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381443576289
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381443581104
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381443584793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443590534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443880530
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1381443881852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1381443884720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443891212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443902773
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381443903642
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1381443905943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443908201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443916964
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381443918342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381443919635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443921050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443924769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443924866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443926276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381443933546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443936577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381443966851
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381443968640
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1381443970397
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1381443972397
